CrowdSize,Area,Density,Exits,EventType,Risk,EventName
5033,9755,0.5159405433111225,5,0,0,Synthetic
15999,9160,1.7466157205240174,5,2,0,Synthetic
19065,1293,14.74477958236659,5,2,1,Synthetic
5810,9932,0.5849778493757551,8,1,0,Synthetic
789,3959,0.19929275069461985,6,0,0,Synthetic
2203,565,3.8991150442477878,8,2,0,Synthetic
12842,4372,2.9373284537968893,6,1,0,Synthetic
15723,2578,6.098913886733902,1,1,1,Synthetic
12131,5869,2.0669620037485092,4,2,0,Synthetic
1056,9506,0.11108773406269724,3,0,0,Synthetic
14086,6596,2.135536688902365,1,2,0,Synthetic
13399,3164,4.234829329962073,3,1,1,Synthetic
14382,6844,2.1014026884862655,3,1,0,Synthetic
265,1119,0.23681858802502234,2,0,0,Synthetic
17475,6247,2.7973427245077636,7,2,0,Synthetic
3939,1458,2.7016460905349793,3,2,0,Synthetic
13619,5004,2.721622701838529,5,0,0,Synthetic
10876,267,40.734082397003746,3,2,1,Synthetic
3621,772,4.6904145077720205,9,2,0,Synthetic
11194,6239,1.7941977881070685,2,2,0,Synthetic
19071,8076,2.361441307578009,5,2,0,Synthetic
2927,5432,0.5388438880706922,4,1,0,Synthetic
14332,9429,1.5199915155371726,2,2,0,Synthetic
13978,7037,1.9863578229359102,2,2,0,Synthetic
3816,3614,1.0558937465412286,9,2,0,Synthetic
19388,2705,7.167467652495379,6,2,1,Synthetic
7082,7627,0.9285433328962895,1,2,0,Synthetic
17099,7286,2.3468295360966236,1,0,0,Synthetic
19989,4729,4.226897864241912,1,2,1,Synthetic
7326,5362,1.3662812383439016,8,1,0,Synthetic
4727,7589,0.6228752141257082,6,2,0,Synthetic
7423,3455,2.148480463096961,2,0,0,Synthetic
19273,4075,4.729570552147239,6,1,0,Synthetic
9902,8335,1.188002399520096,8,2,0,Synthetic
11513,7375,1.561084745762712,8,1,0,Synthetic
5121,4935,1.0376899696048631,4,2,0,Synthetic
13555,9333,1.4523732990463945,7,0,0,Synthetic
1362,5247,0.259576901086335,5,2,0,Synthetic
3427,5830,0.5878216123499143,9,2,0,Synthetic
18743,1457,12.86410432395333,1,2,1,Synthetic
19778,6974,2.8359621451104102,9,2,0,Synthetic
9176,4005,2.291136079900125,4,2,0,Synthetic
5850,4056,1.4423076923076923,3,1,0,Synthetic
1646,6265,0.2627294493216281,7,1,0,Synthetic
14213,9154,1.5526545772339961,4,1,0,Synthetic
2875,6828,0.4210603397773872,4,2,0,Synthetic
14219,8975,1.5842896935933148,8,2,0,Synthetic
16675,9295,1.793975255513717,8,1,0,Synthetic
4234,7787,0.5437267240272249,4,0,0,Synthetic
12157,5657,2.149018914619056,6,2,0,Synthetic
18363,7742,2.3718677344355465,5,1,0,Synthetic
1389,1647,0.843351548269581,8,2,0,Synthetic
19667,5662,3.4735075944895795,1,0,1,Synthetic
19802,2982,6.640509725016767,9,2,1,Synthetic
10445,6524,1.6010116492949111,8,1,0,Synthetic
17260,5408,3.1915680473372783,2,2,1,Synthetic
13323,8280,1.6090579710144928,7,2,0,Synthetic
7792,3303,2.359067514380866,9,1,0,Synthetic
7224,5401,1.3375300870209221,9,2,0,Synthetic
4015,3309,1.2133575098216984,3,2,0,Synthetic
326,4343,0.07506332028551692,2,2,0,Synthetic
12071,386,31.2720207253886,9,1,1,Synthetic
2635,2132,1.2359287054409005,1,0,0,Synthetic
1352,5709,0.23681905762830618,3,0,0,Synthetic
14623,2081,7.026910139356079,6,2,1,Synthetic
13483,1895,7.115039577836412,6,2,1,Synthetic
1545,6463,0.23905307132910414,5,1,0,Synthetic
18150,7101,2.5559780312632023,2,1,0,Synthetic
6955,2494,2.78869286287089,8,1,0,Synthetic
14620,9621,1.5195925579461596,3,1,0,Synthetic
14179,898,15.789532293986637,1,2,1,Synthetic
16832,5574,3.019734481521349,5,1,0,Synthetic
16791,3616,4.643528761061947,9,2,0,Synthetic
4920,3758,1.309207025013305,6,0,0,Synthetic
16016,3185,5.0285714285714285,2,0,1,Synthetic
8567,2747,3.1186749180924647,1,1,1,Synthetic
19463,4168,4.669625719769674,1,1,1,Synthetic
5547,6329,0.8764417759519672,7,1,0,Synthetic
8619,514,16.768482490272373,7,0,1,Synthetic
8447,5792,1.4583908839779005,7,1,0,Synthetic
11097,921,12.04885993485342,1,1,1,Synthetic
970,6951,0.13954826643648396,2,0,0,Synthetic
1217,3028,0.4019154557463672,5,1,0,Synthetic
15096,1847,8.173253925284245,7,0,1,Synthetic
13878,6971,1.9908191077320327,9,1,0,Synthetic
3535,6822,0.5181764878334799,5,2,0,Synthetic
10723,7269,1.4751685238684826,1,0,0,Synthetic
2796,1917,1.458528951486698,1,2,0,Synthetic
14254,3991,3.5715359559007767,9,2,0,Synthetic
17988,3508,5.127708095781072,9,0,1,Synthetic
18174,9736,1.8666803615447822,8,1,0,Synthetic
16161,9274,1.742613758895838,7,2,0,Synthetic
15298,6616,2.312273276904474,1,1,0,Synthetic
9024,4124,2.1881668283220175,8,2,0,Synthetic
9883,4685,2.1094983991462115,6,1,0,Synthetic
13001,8300,1.5663855421686748,3,1,0,Synthetic
5931,9648,0.6147388059701493,1,2,0,Synthetic
13782,7199,1.9144325600777885,1,0,0,Synthetic
12491,2074,6.022661523625843,7,2,1,Synthetic
9321,1251,7.45083932853717,2,1,1,Synthetic
11482,7738,1.4838459550271388,4,1,0,Synthetic
12039,2305,5.222993492407809,4,1,1,Synthetic
3459,3376,1.024585308056872,4,2,0,Synthetic
18001,6426,2.8012760659819484,3,1,0,Synthetic
14430,5091,2.834413671184443,1,1,0,Synthetic
12597,3063,4.112634671890303,8,0,1,Synthetic
13355,4767,2.801552338997273,2,1,0,Synthetic
11855,9314,1.2728151170281297,9,2,0,Synthetic
11251,383,29.37597911227154,8,2,1,Synthetic
11088,8928,1.2419354838709677,2,2,0,Synthetic
1373,6853,0.20035021158616664,6,1,0,Synthetic
17580,9697,1.812931834588017,4,1,0,Synthetic
8102,4447,1.821902406116483,5,2,0,Synthetic
19838,470,42.208510638297874,3,0,1,Synthetic
12056,6505,1.8533435818601076,7,2,0,Synthetic
12821,7195,1.7819318971507991,7,2,0,Synthetic
2330,6711,0.34719117866189836,1,1,0,Synthetic
4865,4170,1.1666666666666667,5,0,0,Synthetic
5652,827,6.834340991535671,6,0,1,Synthetic
6689,2244,2.980837789661319,1,1,0,Synthetic
5984,8385,0.7136553369111509,4,2,0,Synthetic
9275,9280,0.9994612068965517,5,1,0,Synthetic
2772,7479,0.37063778580024065,7,2,0,Synthetic
13048,4259,3.0636299600845267,3,1,1,Synthetic
13259,8583,1.5447978562274263,3,1,0,Synthetic
10477,4640,2.2579741379310345,4,0,0,Synthetic
3883,6846,0.5671925211802512,5,1,0,Synthetic
1816,510,3.56078431372549,5,2,0,Synthetic
1360,4132,0.3291384317521781,5,0,0,Synthetic
14111,3066,4.602413568166993,7,1,0,Synthetic
11056,1090,10.143119266055045,8,2,1,Synthetic
9023,4161,2.1684691180004805,9,2,0,Synthetic
18203,6886,2.6434795236712167,4,0,0,Synthetic
9903,1096,9.03558394160584,7,1,1,Synthetic
10450,2632,3.9703647416413372,1,0,1,Synthetic
11554,7037,1.6418928520676426,5,2,0,Synthetic
9524,4317,2.206161686356266,6,2,0,Synthetic
18512,7045,2.6276792051100073,1,0,0,Synthetic
8948,365,24.515068493150686,1,1,1,Synthetic
19305,6709,2.877478014607244,8,0,0,Synthetic
13042,3780,3.45026455026455,1,2,1,Synthetic
9560,1215,7.868312757201646,3,1,1,Synthetic
13369,8184,1.633553274682307,7,0,0,Synthetic
11368,1185,9.59324894514768,4,1,1,Synthetic
9001,2818,3.194109297374024,2,1,1,Synthetic
9703,7128,1.3612514029180696,9,1,0,Synthetic
14819,7766,1.9081895441668812,3,2,0,Synthetic
15186,1203,12.623441396508728,3,0,1,Synthetic
18950,2139,8.859280037400655,4,2,1,Synthetic
8195,6465,1.2675947409126063,8,0,0,Synthetic
14798,1273,11.624509033778477,1,2,1,Synthetic
4995,7531,0.6632585314035321,6,1,0,Synthetic
9443,2156,4.37987012987013,4,2,0,Synthetic
14131,5027,2.8110204893574697,4,0,0,Synthetic
15293,9699,1.5767604907722446,2,2,0,Synthetic
13158,957,13.74921630094044,8,2,1,Synthetic
12558,3758,3.3416711016498137,2,2,1,Synthetic
3675,9267,0.39656846876011653,3,2,0,Synthetic
1101,5444,0.20224099926524614,9,2,0,Synthetic
19329,9873,1.9577635976906715,6,1,0,Synthetic
5416,622,8.707395498392282,2,2,1,Synthetic
7649,6516,1.173879680785758,7,0,0,Synthetic
10689,8269,1.2926593300278146,8,1,0,Synthetic
19025,6963,2.7322992962803387,4,0,0,Synthetic
18537,8679,2.135845143449706,2,2,0,Synthetic
17931,6209,2.8879046545337412,9,0,0,Synthetic
9517,9627,0.9885738028461618,6,2,0,Synthetic
12834,3377,3.800414569144211,1,2,1,Synthetic
11188,1008,11.09920634920635,3,0,1,Synthetic
17209,7901,2.178078724212125,1,1,0,Synthetic
14291,3006,4.754158349966733,3,0,1,Synthetic
2223,8990,0.24727474972191324,1,1,0,Synthetic
14548,9232,1.5758232235701906,7,1,0,Synthetic
17590,324,54.29012345679013,5,2,1,Synthetic
3031,3171,0.9558498896247241,2,0,0,Synthetic
2515,3296,0.7630461165048543,9,1,0,Synthetic
12762,6982,1.827843024921226,9,0,0,Synthetic
11718,8507,1.3774538615258023,2,1,0,Synthetic
10438,5778,1.8065074420214606,5,0,0,Synthetic
7481,4980,1.5022088353413654,7,2,0,Synthetic
3041,5895,0.5158608990670059,2,0,0,Synthetic
13197,9369,1.408581492154979,6,2,0,Synthetic
5550,9175,0.6049046321525886,1,2,0,Synthetic
18037,1212,14.882013201320133,6,0,1,Synthetic
13775,4786,2.8781863769327205,4,2,0,Synthetic
5977,6985,0.8556907659269865,8,2,0,Synthetic
18386,4870,3.775359342915811,8,0,0,Synthetic
18273,216,84.59722222222223,1,0,1,Synthetic
6056,289,20.955017301038062,4,1,1,Synthetic
16072,9317,1.7250187828700225,7,1,0,Synthetic
17453,1294,13.487635239567233,4,0,1,Synthetic
4082,5755,0.7092962641181582,3,0,0,Synthetic
3192,4359,0.7322780454232622,5,2,0,Synthetic
14071,5133,2.74128190142217,4,1,0,Synthetic
3065,4519,0.6782473998672273,2,0,0,Synthetic
9241,4139,2.2326648949021504,3,2,0,Synthetic
10373,9221,1.1249322199327623,6,0,0,Synthetic
2681,891,3.0089786756453423,4,2,0,Synthetic
1031,8110,0.12712700369913688,3,2,0,Synthetic
13961,6582,2.1210878152537225,9,0,0,Synthetic
17795,8779,2.02699624102973,2,1,0,Synthetic
16046,3948,4.064336372847011,6,1,0,Synthetic
18343,6129,2.9928210148474466,9,1,0,Synthetic
14018,4875,2.8754871794871795,3,1,0,Synthetic
10817,9574,1.1298307917275956,3,0,0,Synthetic
10168,5508,1.8460421205519244,3,2,0,Synthetic
387,6153,0.0628961482203803,4,1,0,Synthetic
16613,6537,2.5413798378461068,8,0,0,Synthetic
6083,343,17.73469387755102,7,0,1,Synthetic
17410,3378,5.153937240970989,8,0,1,Synthetic
5102,1086,4.697974217311234,5,2,0,Synthetic
13821,8697,1.5891686788547774,1,0,0,Synthetic
17855,7335,2.434219495569189,1,2,0,Synthetic
16231,9523,1.7043998739892892,3,1,0,Synthetic
11659,9209,1.2660440873058965,3,2,0,Synthetic
2637,3042,0.8668639053254438,1,1,0,Synthetic
3109,8184,0.3798875855327468,2,1,0,Synthetic
2177,8045,0.270602858918583,9,0,0,Synthetic
4973,8835,0.5628749292586305,8,0,0,Synthetic
9136,1215,7.519341563786008,9,1,1,Synthetic
8845,2550,3.4686274509803923,5,1,0,Synthetic
1360,7901,0.17213011011264398,9,1,0,Synthetic
10501,5793,1.8127049887795614,9,1,0,Synthetic
5643,7440,0.7584677419354838,9,1,0,Synthetic
10179,4009,2.5390371663756546,4,2,0,Synthetic
13846,1609,8.605344934742076,9,1,1,Synthetic
15653,7652,2.0456089911134345,5,0,0,Synthetic
13258,479,27.678496868475992,5,1,1,Synthetic
19153,8025,2.3866666666666667,8,1,0,Synthetic
5347,4627,1.1556083855629997,6,1,0,Synthetic
13831,7389,1.8718365137366355,4,0,0,Synthetic
9411,7897,1.191718374066101,6,2,0,Synthetic
17146,8871,1.9328147897644008,5,0,0,Synthetic
5681,2214,2.5659439927732612,6,0,0,Synthetic
7248,7966,0.9098669344715039,7,1,0,Synthetic
6019,5875,1.0245106382978724,1,0,0,Synthetic
6738,4851,1.3889919604205319,2,0,0,Synthetic
10448,4066,2.569601574028529,4,2,0,Synthetic
17099,7111,2.404584446631979,1,0,0,Synthetic
7554,9176,0.8232345248474281,3,1,0,Synthetic
16409,2437,6.733278621255642,7,0,1,Synthetic
10630,525,20.247619047619047,9,2,1,Synthetic
2085,5132,0.40627435697583786,9,2,0,Synthetic
14266,7954,1.7935629871762635,7,2,0,Synthetic
12953,1567,8.266113592852584,6,1,1,Synthetic
2675,6954,0.3846706931262583,4,1,0,Synthetic
2086,2440,0.8549180327868853,5,2,0,Synthetic
6068,9243,0.6564968083955426,6,0,0,Synthetic
3094,3944,0.7844827586206896,3,2,0,Synthetic
5694,7731,0.7365153279006597,4,0,0,Synthetic
3244,442,7.339366515837104,6,2,1,Synthetic
7369,7330,1.0053206002728512,9,1,0,Synthetic
17983,2358,7.6263782866836305,5,0,1,Synthetic
10550,4239,2.4887945270110876,4,1,0,Synthetic
17341,4023,4.310464827243351,3,1,1,Synthetic
12282,498,24.662650602409638,9,2,1,Synthetic
19283,6778,2.844939510179994,7,1,0,Synthetic
18286,2857,6.40042002100105,3,1,1,Synthetic
1041,2107,0.49406739439962033,6,0,0,Synthetic
17727,5896,3.0066146540027137,3,2,1,Synthetic
18450,575,32.08695652173913,7,2,1,Synthetic
11680,8033,1.4540022407568778,6,1,0,Synthetic
8206,1852,4.430885529157667,5,1,0,Synthetic
699,5015,0.13938185443668993,9,0,0,Synthetic
8892,8772,1.0136798905608755,6,1,0,Synthetic
10455,9490,1.101685985247629,1,2,0,Synthetic
14045,7582,1.852413611184384,7,1,0,Synthetic
7807,946,8.252642706131079,9,1,1,Synthetic
17404,9469,1.8379976766289998,3,0,0,Synthetic
15623,2581,6.053080201472298,3,1,1,Synthetic
372,1973,0.188545362392296,4,0,0,Synthetic
14514,1146,12.664921465968586,6,1,1,Synthetic
16990,6919,2.4555571614395144,6,1,0,Synthetic
11450,6560,1.7454268292682926,7,1,0,Synthetic
10164,1392,7.301724137931035,9,2,1,Synthetic
12768,6306,2.0247383444338727,4,0,0,Synthetic
2660,6067,0.43843744849184113,5,1,0,Synthetic
1639,9304,0.17616079105760962,4,2,0,Synthetic
8793,9121,0.9640390308080254,4,0,0,Synthetic
10410,7545,1.3797216699801194,9,0,0,Synthetic
4486,1119,4.00893655049151,3,1,1,Synthetic
9047,6130,1.4758564437194128,9,1,0,Synthetic
607,1636,0.37102689486552565,3,2,0,Synthetic
16222,7554,2.1474715382578764,4,0,0,Synthetic
13940,3822,3.6473050758765044,7,0,0,Synthetic
3815,8037,0.4746796068184646,6,2,0,Synthetic
18639,6611,2.8193919225533204,4,1,0,Synthetic
15549,892,17.431614349775785,7,0,1,Synthetic
8548,641,13.335413416536662,7,1,1,Synthetic
6633,4877,1.360057412343654,8,1,0,Synthetic
9416,8133,1.1577523669002827,5,1,0,Synthetic
8028,2280,3.5210526315789474,5,1,0,Synthetic
17345,8546,2.029604493330213,7,0,0,Synthetic
17753,604,29.392384105960264,7,0,1,Synthetic
1284,9138,0.14051214707813525,5,2,0,Synthetic
13157,6011,2.1888204957577773,7,0,0,Synthetic
16655,8665,1.9221004039238314,3,2,0,Synthetic
16181,621,26.056360708534623,5,1,1,Synthetic
16388,4875,3.361641025641026,2,0,1,Synthetic
6848,6303,1.086466761859432,6,1,0,Synthetic
19727,2381,8.28517429651407,9,2,1,Synthetic
11448,9982,1.146864355840513,7,2,0,Synthetic
9946,8656,1.149029574861368,6,0,0,Synthetic
19258,5873,3.2790737272262898,5,2,0,Synthetic
17837,9281,1.9218834177351578,7,0,0,Synthetic
18654,5706,3.2691903259726605,3,1,1,Synthetic
2495,8420,0.29631828978622327,3,1,0,Synthetic
5615,2870,1.956445993031359,6,0,0,Synthetic
11510,3338,3.4481725584182144,8,2,0,Synthetic
10461,8731,1.1981445424350017,4,2,0,Synthetic
17040,8222,2.072488445633666,3,0,0,Synthetic
6577,7700,0.8541558441558441,5,0,0,Synthetic
6570,2262,2.9045092838196287,7,1,0,Synthetic
19980,2013,9.92548435171386,8,0,1,Synthetic
14408,9843,1.4637813674692675,1,1,0,Synthetic
9806,1431,6.852550663871418,8,0,1,Synthetic
4156,505,8.22970297029703,9,0,1,Synthetic
1789,9909,0.18054294076092442,9,0,0,Synthetic
3962,9842,0.40256045519203415,9,1,0,Synthetic
19745,9556,2.0662411050648806,2,2,0,Synthetic
17826,5760,3.0947916666666666,3,2,1,Synthetic
14083,4406,3.196323195642306,9,0,0,Synthetic
7335,1013,7.240868706811451,9,1,1,Synthetic
2131,8714,0.24454900160661006,8,1,0,Synthetic
14387,6111,2.3542791687121585,7,1,0,Synthetic
3440,8076,0.4259534422981674,9,1,0,Synthetic
19381,9481,2.0441936504588125,7,0,0,Synthetic
4370,4883,0.8949416342412452,2,2,0,Synthetic
1884,3710,0.5078167115902965,3,2,0,Synthetic
9290,5628,1.6506751954513148,6,0,0,Synthetic
9743,4858,2.0055578427336354,7,1,0,Synthetic
7769,6419,1.2103131328867425,7,2,0,Synthetic
17796,3162,5.6280834914611,4,0,1,Synthetic
19681,5496,3.5809679767103346,5,1,0,Synthetic
5830,326,17.883435582822084,3,1,1,Synthetic
16097,1566,10.27905491698595,6,1,1,Synthetic
6771,6883,0.9837280255702455,3,0,0,Synthetic
2987,9854,0.3031256342601989,7,1,0,Synthetic
4280,3041,1.4074317658664912,8,0,0,Synthetic
6140,3760,1.6329787234042554,1,1,0,Synthetic
4858,826,5.88135593220339,7,2,1,Synthetic
16334,5214,3.1327196010740312,2,2,1,Synthetic
19780,2140,9.242990654205608,9,2,1,Synthetic
1982,5108,0.3880187940485513,2,2,0,Synthetic
4630,881,5.255391600454029,7,1,1,Synthetic
13843,2587,5.350985697719366,6,2,1,Synthetic
4440,2356,1.8845500848896435,9,2,0,Synthetic
2680,7457,0.35939385811988733,8,0,0,Synthetic
14000,6972,2.0080321285140563,1,0,0,Synthetic
18469,9913,1.863109048723898,9,1,0,Synthetic
11694,2496,4.685096153846154,6,1,0,Synthetic
9390,1877,5.002663825253063,2,2,1,Synthetic
5722,8252,0.6934076587493941,3,0,0,Synthetic
5750,6279,0.9157509157509157,1,0,0,Synthetic
6587,1258,5.236089030206677,1,0,1,Synthetic
18960,4803,3.947532792004997,2,0,1,Synthetic
320,5018,0.06377042646472698,9,1,0,Synthetic
5718,7409,0.7717640707247941,3,0,0,Synthetic
18355,8115,2.261860751694393,8,2,0,Synthetic
16005,8736,1.8320741758241759,6,0,0,Synthetic
5853,7437,0.7870108914885035,9,2,0,Synthetic
19082,1201,15.88842631140716,9,1,1,Synthetic
4576,678,6.7492625368731565,4,2,1,Synthetic
1291,6497,0.19870709558257657,4,0,0,Synthetic
16755,8534,1.9633231778767284,3,0,0,Synthetic
8087,3532,2.289637599093998,4,2,0,Synthetic
9973,822,12.132603406326034,2,0,1,Synthetic
2672,7115,0.37554462403373157,9,2,0,Synthetic
15955,7733,2.063235484288116,9,1,0,Synthetic
17624,5930,2.972006745362563,5,0,0,Synthetic
16368,9579,1.7087378640776698,8,0,0,Synthetic
19823,748,26.50133689839572,8,0,1,Synthetic
14743,398,37.04271356783919,2,1,1,Synthetic
17055,990,17.227272727272727,7,2,1,Synthetic
17658,378,46.714285714285715,5,2,1,Synthetic
17218,6432,2.6769278606965172,2,2,0,Synthetic
12596,4788,2.6307435254803675,2,0,0,Synthetic
3184,931,3.4199785177228788,7,1,0,Synthetic
12070,3133,3.8525375039897862,4,0,0,Synthetic
5174,7299,0.7088642279764351,3,1,0,Synthetic
1490,3589,0.4151574254667038,8,0,0,Synthetic
2471,4512,0.5476507092198581,7,2,0,Synthetic
6426,7288,0.8817233809001098,3,1,0,Synthetic
16001,1367,11.705193855157278,6,2,1,Synthetic
3893,6938,0.5611127125972902,1,2,0,Synthetic
18704,9364,1.9974369927381461,7,2,0,Synthetic
15981,6891,2.3191118850674792,9,1,0,Synthetic
17397,6558,2.6527904849039343,6,0,0,Synthetic
19681,6240,3.15400641025641,7,0,0,Synthetic
15611,7237,2.157109299433467,2,2,0,Synthetic
13486,9581,1.407577497129736,3,1,0,Synthetic
17171,4861,3.5324007405883564,8,2,0,Synthetic
7489,5122,1.4621241702459977,8,2,0,Synthetic
10103,3383,2.9864026012415015,6,2,0,Synthetic
15340,4168,3.68042226487524,8,1,0,Synthetic
13095,578,22.655709342560552,3,1,1,Synthetic
6480,815,7.950920245398773,7,2,1,Synthetic
18238,663,27.508295625942687,6,2,1,Synthetic
3258,3824,0.8519874476987448,5,0,0,Synthetic
8981,5803,1.5476477683956573,5,0,0,Synthetic
16866,2456,6.8672638436482085,3,0,1,Synthetic
9875,6346,1.5560983296564765,4,2,0,Synthetic
5665,9002,0.6293045989780048,4,1,0,Synthetic
546,1591,0.3431803896920176,1,2,0,Synthetic
6069,9465,0.6412044374009509,6,1,0,Synthetic
5554,3350,1.6579104477611941,6,2,0,Synthetic
6514,4857,1.3411570928556722,4,2,0,Synthetic
14994,5268,2.84624145785877,9,1,0,Synthetic
1083,5807,0.1864990528672292,4,0,0,Synthetic
9316,8937,1.042407966879266,9,0,0,Synthetic
9397,2190,4.290867579908676,7,2,0,Synthetic
3875,9312,0.4161297250859107,6,1,0,Synthetic
15806,4635,3.410140237324703,5,0,0,Synthetic
17529,8151,2.1505336768494665,2,1,0,Synthetic
3299,6968,0.4734500574052813,1,1,0,Synthetic
19034,4425,4.301468926553673,4,0,1,Synthetic
6154,1705,3.609384164222874,6,0,0,Synthetic
16444,6668,2.466106778644271,5,2,0,Synthetic
13899,7052,1.9709302325581395,9,1,0,Synthetic
2759,7709,0.3578933713840965,6,1,0,Synthetic
2821,9854,0.2862796833773087,6,2,0,Synthetic
3025,7304,0.4141566265060241,1,0,0,Synthetic
315,7499,0.042005600746766236,4,0,0,Synthetic
3253,7650,0.42522875816993466,1,1,0,Synthetic
1228,3710,0.3309973045822102,4,1,0,Synthetic
18849,5783,3.2593809441466366,2,2,1,Synthetic
6101,4767,1.2798405705894693,8,0,0,Synthetic
14448,2941,4.9126147568854135,1,0,1,Synthetic
16778,4484,3.7417484388938447,1,2,1,Synthetic
1018,698,1.4584527220630372,2,1,0,Synthetic
3879,2318,1.673425366695427,8,1,0,Synthetic
14029,8142,1.7230410218619503,8,1,0,Synthetic
4665,392,11.900510204081632,4,1,1,Synthetic
8343,2610,3.196551724137931,5,1,0,Synthetic
19052,6082,3.1325221966458403,3,2,1,Synthetic
11561,3399,3.401294498381877,4,2,0,Synthetic
12297,440,27.947727272727274,1,2,1,Synthetic
5177,3968,1.3046875,7,2,0,Synthetic
13376,3805,3.5153745072273326,4,1,0,Synthetic
6668,2801,2.3805783648696894,2,0,0,Synthetic
13954,7525,1.8543521594684385,2,2,0,Synthetic
8413,4568,1.8417250437828372,6,1,0,Synthetic
13372,1430,9.35104895104895,8,1,1,Synthetic
16027,2110,7.595734597156398,3,0,1,Synthetic
8207,9897,0.8292411841972315,3,1,0,Synthetic
18400,7196,2.5569760978321288,6,0,0,Synthetic
5000,3000,1.6666666666666667,6,1,0,Concert
8000,5000,1.6,8,2,0,Sports
20000,15000,1.3333333333333333,10,0,0,Religious
10000,1500,6.666666666666667,2,0,1,Religious Risk
7000,1200,5.833333333333333,2,1,1,Concert Risk
15000,2000,7.5,3,0,1,High Density
